feature,importance
AGE,1.0
I_18,0.7021023403411354
I_11,0.33399444664815287
TG,0.22213407378024452
MC_DURATION,0.15430384767949146
MICROALB,0.13367711225703777
PLATELET,0.12614042046806376
I_33,0.11979373264577207
I_31,0.11027370091233293
T_CHO,0.09599365331217423
I_3,0.09480364934549515
I_2,0.08488694962316297
I_1,0.08330027766759088
GAMMA_GT,0.07933359777865735
BODY_HEIGHT,0.0714002380007903
I_22,0.06743355811185678
LDL_C,0.06584688615628469
SIT_1_SYSTOLIC_PRESSURE,0.06267354224513721
I_8,0.061880206267351155
I_14,0.05870686235620695
I_38,0.05870686235620368
I_29,0.05434351447838041
JOB_LGST_OCCUPATION,0.05117017056723293
I_36,0.04879016263387151
I_17,0.045220150733834286
FASTING_GLUCOSE,0.043236810789365886
I_27,0.04046013486711144
I_9,0.03728679095596724
I_35,0.03649345497818118
I_10,0.027766759222528095
BODY_WEIGHT,0.026576755255849023
I_37,0.023006743355808525
I_42,0.022610075366915502
SGOT,0.022213407378022472
HDL_C,0.02181673938912945
I_20,0.02142007140023315
SGPT,0.020626735422447102
SIT_2_HEARTBEAT_SPEED,0.020626735422447102
I_40,0.020626735422447102
SIT_2_SYSTOLIC_PRESSURE,0.019833399444661053
I_26,0.019436731455768026
I_15,0.01824672748908895
SIT_HEARTBEAT_SPEED_AVERAGE,0.012693375644583327
I_30,0.011106703689007956
I_13,0.01071003570011493
I_16,0.010313367711221905
AFP,0.00991669972232888
I_7,0.009520031733435854
ANTI_HBC_AB_1,0.008726695755649806
I_6,0.008726695755649806
BUN,0.007933359777863755
SIT_1_HEARTBEAT_SPEED,0.007536691788970728
I_41,0.007536691788970728
I_21,0.007536691788970728
HB,0.007140023800074432
MENARCHE,0.005950019833395357
SIT_SYSTOLIC_PRESSURE_AVERAGE,0.005950019833395357
WBC,0.005553351844502332
T_SCORE,0.005156683855609307
BODY_WAISTLINE,0.004363347877823256
XEROPHTHALMIA,0.004363347877823256
SIT_1_DIASTOLIC_PRESSURE,0.003966679888930231
BACK_AND_WAIST_ACHE,0.003966679888930231
URIC_ACID,0.003570011900037207
NASOPHARYNGEAL_CA,0.003570011900037207
SIT_2_DIASTOLIC_PRESSURE,0.0031733439111441817
VERTIGO,0.0031733439111441817
NECK_ACHE,0.0031733439111441817
HORMOME_MED,0.0031733439111441817
DEMENTIA,0.0031733439111441817
PSYCHOSIS,0.00277667592225131
OTHER_CA,0.00277667592225131
NERVOUS_SYSTEM,0.00277667592225131
EYE_DIS,0.00277667592225131
CATARACT,0.00277667592225131
ARTICULUS_ACHE,0.0023800079333586295
BMI,0.001983339944465585
HYPERTENSION,0.001983339944465222
SPO_HABIT,0.0015866719555721772
RBC,0.0015866719555721772
MENSTRURATION_CURR,0.0015866719555721772
HEART_BLOOD_TUBE,0.0015866719555721772
HCT,0.0015866719555721772
ALIMENTARY_CANAL,0.0015866719555721772
HBA1C,0.0011900039666791328
KIDNEY_STONE,0.0007933359777860887
I_5,0.0007933359777853623
I_4,0.0007933359777849991
T_BILIRUBIN,0.0003966679888930442
PEPTIC_ULCER,0.0003966679888930442
HEMICRANIA,0.0003966679888930442
HEADACHE_AND_HEMICRANIA,0.0003966679888930442
CARDIOMYOPATHY,0.0003966679888930442
ANTI_HBS_AB_1,0.0003966679888930442
BODY_BUTTOCKS,0.000396667988892318
VALVE_HEART_DIS,0.0
LIVER_CA,0.0
IRRITABLE_BOWEL_SND,0.0
GOUT,0.0
DYSMENORRHEA,0.0
CORONARY_ARTERY_DIS,0.0
